times,angle_sun,angle_mercury,angle_venus,angle_mars,angle_jupiter,angle_saturn,angle_uranus,dist_sun,dist_mercury,dist_venus,dist_mars,dist_jupiter,dist_saturn,dist_uranus
556416000,1.5278452561,1.0547233804,2.107892746,1.3184041341,2.7214984644,-2.6499212792,1.2393342996,148364880758.221,142362905016.229,195151795179.908,378814154206.392,793283401606.977,1311512812977.19,3056515113096.83
557280000,1.7007060909,1.2630713597,2.3173866286,1.4385395985,2.7490685569,-2.6521949277,1.2491205654,148870432602.508,163947806654.825,186620240729.214,374651329464.758,814427543201.656,1333819635892,3047557301343.78
558144000,1.8724072046,1.5175594148,2.5243492694,1.5592789454,2.7798544985,-2.6513487463,1.2583415973,149364780344.89,181987799274.138,177490954143.968,369877208805.29,833893069278.388,1357635482718.41,3034887063610.42
559008000,2.0430023495,1.8103336669,2.7283878376,1.6806381772,2.8133385091,-2.6474167585,1.2668128329,149833529204.244,195518575366.927,167787558042.474,364554218306.056,851347758189.494,1382236352603.1,3018854742513.63
559872000,2.2125753646,2.1419337831,2.9290143301,1.8026337089,2.8490422124,-2.6405264197,1.2743644624,150263294780.15,201465704993.139,157545939027.643,358743630022.966,866519631650.367,1406927630967.94,2999891551626.61
560736000,2.3812365347,2.5028174904,3.1255961377,1.9252802577,2.8865264037,-2.6308735886,1.2808441626,150642027543.821,193170446469.329,146814911022.542,352504392338.741,879190948455.987,1431060595187.2,2978500053203.82
561600000,2.5491186896,2.8430616885,-2.9659047137,2.0485885631,2.9253874356,-2.6187008139,1.2861201635,150959279431.715,167273359284.038,135657047678.283,345892117073.828,889192622906.845,1454042882628.21,2955244144057.56
562464000,2.7163731148,3.0980184303,-2.780307781,2.1725629638,2.9652516205,-2.6042800225,1.2900847405,151206416474.409,134042125420.002,124150256613.617,338958223745.434,896399367182.368,1475344272695.75,2930738405832.42
563328000,2.8831654339,-3.0479805436,-2.6025121087,2.2971988765,3.0057685361,-2.5878997389,1.2926581449,151376787333.603,105014141216.918,112390947067.123,331749235069.774,900725737174.692,1494499163571.19,2905636558061.72
564192000,3.0496715538,-3.0454123636,-2.4350550536,2.4224802197,3.0466037685,-2.5698563981,1.2937928865,151465843064.729,86333996678.7161,100500266883.766,324306215252.968,902123182430.028,1511106969319.1,2880618684396.46
565056000,-3.0671116741,-3.1381923701,-2.2817864963,2.5483768114,3.0874313867,-2.5504490698,1.2934781496,151471213334.489,82520478792.987,88636137988.9472,316664346061.9,900578154394.402,1524831433280.6,2856376901491.31
565920000,-2.9006292036,3.0912299028,-2.1486540568,2.6748417784,3.1279263133,-2.5299768489,1.2917439894,151392744461.999,94858819387.8628,77016151306.5174,308852633070.737,896111299195.152,1535399620816.48,2833599207055.33
566784000,-2.7338836329,-3.1162682066,-2.0448554658,2.8018089707,-3.1154286301,-2.5087382247,1.2886648109,151232500819.072,119890018860.626,65960720871.3336,300893747736.31,888777747968.407,1542601135670.23,2812951417037.79
567648000,-2.5666979626,-2.9118917217,-1.9839668067,2.9291904071,-3.076609066,-2.4870318187,1.284361527,150994728345.489,152405179002.479,55970219963.8165,292804003732.358,878668505561.388,1546287935074.36,2795057335067.75
568512000,-2.398904871,-2.6034477475,-1.9825200878,3.0568737486,-3.0391682486,-2.4651579686,1.2790017438,150685779059.066,183451698134.757,47836958700.861,284593472952.367,865912921148.931,1546374962967.19,2780477630835.09
569376000,-2.2303507373,-2.2431212439,-2.0483236118,-3.0984655635,-3.0035026889,-2.4434207113,1.2727973806,150313999971.343,199992632713.23,42689775627.5956,276266266106.996,850682217003.435,1542841701552.65,2769688277175.3
570240000,-2.0608996374,-1.8960330667,-2.1550247908,-2.9706256656,-2.9700433071,-2.4221297248,1.2659993075,149889585671.802,199533527545.62,41625871548.3283,267820985864.368,833193996687.416,1535734631436.24,2763059727347.89
571104000,-1.8904375157,-1.5863120363,-2.2416732477,-2.8429929087,-2.9392594424,-2.4016018144,1.2588888955,149424400867.347,188959211341.442,44845809751.5544,259251392171.622,813717603981.221,1525170475385.31,2760838310119.21
571968000,-1.718876396,-1.3144039733,-2.2645623056,-2.7158039078,-2.9116597027,-2.3821614704,1.2517667681,148931731329.079,172877325112.747,51422327923.9658,250547274728.115,792580053386.744,1511339955537.84,2763131443964.22
572832000,-1.5461582215,-1.0828129963,-2.2210601219,-2.5893348355,-2.887787611,-2.3641399456,1.2449394573,148425939677.926,152863437326.398,60117196785.9875,241695508779.733,770172050748.399,1494511660048.45,2769898165035.39
573696000,-1.3722579952,-0.9100300436,-2.1266850413,-2.4639063327,-2.8682091357,-2.3478722065,1.2387050226,147922065547.262,129658318431.776,69993606238.3855,232681305789.803,746953346679.657,1475035482120.34,2780946126234.78
574560000,-1.1971862086,-0.8525828215,-1.9968855738,-2.3398898438,-2.8534883388,-2.3336910534,1.2333389044,147435393346.14,106288630203.422,80469296874.062,223489695017.208,723456250013.421,1453344919616.93,2795935725419.1
575424000,-1.0209902797,-0.989497036,-1.8427430088,-2.2177160643,-2.8441468425,-2.3219176569,1.2290812644,146980981575.96,95514592291.8022,91198478231.2934,214107225251.62,700285502413.816,1429957293591.42,2814391421476.81
576288000,-0.8437547687,-1.1229751022,-1.6716017312,-2.0978864242,-2.8406033548,-2.3128478383,1.2261268611,146573163084.08,116689143928.366,101973692628.636,204523891967.101,678112054263.948,1405470775991.49,2835719649884.3
577152000,-0.6656001505,-0.9937106527,-1.4883106853,-1.9809888252,-2.8430923014,-2.3067336876,1.2246181455,146225037011.487,155639863547.44,112667800105.179,194735310211.879,657657708880.936,1380556984622.25,2859232191880.51
578016000,-0.4866798874,-0.7340880144,-1.2961465951,-1.8677192456,-2.8515670285,-2.3037606964,1.2246418327,145947969667.296,186931400353.763,123201838743.142,184745170218.646,639667545978.975,1355947866104.08,2884173470886.03
578880000,-0.3071758518,-0.4508863798,-1.0973973308,-1.7589113185,-2.8656034402,-2.3040215424,1.2262288,145751132009.482,205671003046.32,133526782502.014,174568076690.996,624868193428.365,1332415784994.96,2909750031151.84
579744000,-0.1272922016,-0.1693013163,-0.8937162962,-1.6555764646,-2.8843318855,-2.3074890156,1.229356849,145641112392.101,214167294395.521,143612496713.563,164232949963.151,613912995754.451,1310746229763.61,2935160435636.39
580608000,0.0527521179,0.109587521,-0.6863371634,-1.5589573386,-2.9064317901,-2.3139921166,1.2339556712,145621628765.151,214086317441.872,153440483835.975,153787281154.167,607319959398.493,1291703440910.37,2959623963652.03
581472000,0.2327317796,0.3889631888,-0.4762054264,-1.4705965117,-2.93021555,-2.3232006389,1.2399132923,145693359487.336,205521751617.713,162998650919.468,143302714976.032,605413628223.237,1275990594923.85,2982406724622.25
582336000,0.4124239116,0.6680488349,-0.2640602566,-1.3924184685,-2.9538013416,-2.3346238701,1.2470832968,145853909272.187,187035796144.435,172277314922.172,132882617341.39,608284796217.602,1264207725974.56,3002844146831
583200000,0.5916168198,0.9239902373,-0.0504863686,-1.3268118455,-2.9753380886,-2.3476277201,1.2552922354,146097913614.553,156479128037.894,181266070179.493,122672444923.676,615779409483.276,1256812008240.86,3020359159150.92
584064000,0.7701179571,1.0560921729,0.1640520902,-1.2766712164,-2.9932212938,-2.3614713243,1.2643467511,146417271871.995,117936372704.773,189951292305.455,112873628463.68,627520011052.921,1254085782150.27,3034475739216.12
584928000,0.947760761,0.9232352557,0.3791886756,-1.2452986844,-3.0062429845,-2.3753596357,1.2740401064,146801495536.08,96247469848.9906,198314321047.928,103760606882.866,642953316609.471,1256117256939.39,3044827867130.41
585792000,1.1244099727,0.7821914825,0.5946382183,-1.2359642287,-3.0136492075,-2.3885041636,1.2841579295,147238147008.622,107615901991.164,206330229766.844,95697275656.2499,661411000034.775,1262797050352.2,3051164186157.03
586656000,1.2999653217,0.8422417691,0.8101843006,-1.2508270524,-3.015114064,-2.4001816778,1.2944831201,147713331188.905,131884903506.912,213967223438.212,89141302604.2928,682170109367.128,1273830949513.81,3053348901809.02
587520000,1.4743634632,1.0179004183,1.0256688888,-1.2890632642,-3.010660965,-2.4097813901,1.3047999515,148212208539.447,155468977305.686,221186624890.127,84613183065.1649,704503517914.961,1288766377119.11,3051359569556.09
588384000,1.6475783528,1.2502912293,1.2409833737,-1.3448630647,-3.0005647088,-2.4168345455,1.3148974818,148719509776.177,175320136294.996,227943453895.915,82604333914.1383,727716286647.114,1307027920540.51,3045282470689.54
589248000,1.8196202253,1.5207068422,1.4560603526,-1.4072411702,-2.9852588635,-2.421024966,1.3245724365,149220027013.523,190825530744.983,234187515904.063,83433275933.8686,751168176256.356,1327956490592.03,3035306237120.33
590112000,1.9905334889,1.8266930929,1.6708661698,-1.4632188073,-2.9652609553,-2.4221831606,1.3336317589,149699065288.607,200657456170.144,239864991296.479,87128575206.9071,774284924321.956,1350847224115.43,3021714290530.3
590976000,2.1603937642,2.1686835793,1.885393956,-1.5025918439,-2.941118631,-2.4202689765,1.3418950348,150142843386.056,200715345545.872,244920417343.626,93431470449.4549,796561551829.034,1374982642521.8,3004876519994.11
591840000,2.3293043754,2.5264836042,2.0996575292,-1.5205074602,-2.9133747115,-2.415348279,1.3491969951,150538836897.307,184284322951.895,249298951291.44,101912296849.484,817560659775.164,1399659254010.56,2985240452482.04
592704000,2.4973924441,2.8356832067,2.3136859451,-1.5167693063,-2.8825470523,-2.4075683133,1.3553902762,150876061912.118,152690198504.831,252948813034.298,112105725632.757,836907980572.711,1424207223652.74,2963322008045.59
593568000,2.6648047924,3.0359624192,2.5275190227,-1.4937472558,-2.8491189954,-2.3971349639,1.360348579,151145305795.347,119190365591.625,255823751707.005,123594453408.625,854286768896.861,1448003752468.26,2939695757446.76
594432000,2.8317038155,3.0994392524,2.7412037267,-1.4546382168,-2.8135369071,-2.3842936796,1.3639703048,151339309815.634,93893272186.5246,257885367456.5,136037052750.56,869432044408.337,1470481327754.6,2914984468911.62
595296000,2.9982633802,3.0340136337,2.9547913899,-1.4025285637,-2.776212191,-2.3693146887,1.3661826586,151452899746.999,82370896151.9341,259105119128.213,149164406831.318,882125302082.241,1491132175329.9,2889847626907.05
596160000,-3.1185205517,2.9458109788,-3.1148496255,-1.3400396777,-2.7375259798,-2.3524823858,1.3669461009,151483073616.244,87327441550.3684,259465866743.669,162765324320.847,892190040917.274,1509510174903.9,2864968555219.26
597024000,-2.9520927079,2.9620425282,-2.901294083,-1.2692693006,-2.6978353342,-2.3340883632,1.3662588912,151429050154.283,106340984448.868,258962797981.738,176671468950.971,899488293777.149,1525231309934.49,2841039794110.52
597888000,-2.7854543828,3.1079102273,-2.6876730806,-1.1918488293,-2.6574802422,-2.3144274141,1.3641613216,151292280594.974,134707167008.268,257603693078.867,190744968807.952,903918242655.194,1537973492344.46,2818746492100.35
598752000,-2.6184261699,-2.9189185265,-2.4739337936,-1.1090307361,-2.6167909828,-2.2937958054,1.3607390951,151076423008.1,166926829898.125,255408472383.599,204869160841.108,905412955251.364,1547476401158.73,2798747737949.46
599616000,-2.4508373089,-2.5790750565,-2.2600263817,-1.0217722535,-2.5760956409,-2.2724911985,1.3561252052,150787280567.977,192518613620.318,252408084876.516,218941956315.776,903940237229.67,1553541758885.53,2781656077892.38
600480000,-2.2825297256,-2.2144408188,-2.0459060073,-0.9308050906,-2.535727629,-2.250813659,1.3504996394,150432698247.518,200714020828.624,248642838770.451,232871206178.171,899503585375.237,1556034327986.44,2768015788363.9
601344000,-2.1133621414,-1.8781867055,-1.8315356623,-0.8366902392,-2.4960331188,-2.2290672701,1.3440863189,150022411945.076,194058448470.2,244160300112.217,246571532204.632,892144204455.66,1554883758333.7,2758280882645.31
602208000,-1.9432141897,-1.5827188075,-1.6168898871,-0.7398599791,-2.4573782532,-2.2075619086,1.337146901,149567855178.685,179690331239.051,239012927066.44,259962238100.835,881944035026.123,1550087296820.35,2752794185267.85
603072000,-1.7719904164,-1.3279638079,-1.4019595007,-0.6406497623,-2.4201559193,-2.1866147536,1.3299714231,149081914517.484,161111422783.866,233255616582.544,272966032064.834,869029714270.411,1541713251786.87,2751769062782.68
603936000,-1.5996240115,-1.1219654504,-1.1867570218,-0.5393223541,-2.3847916916,-2.1665510685,1.3228661908,148578626902.921,139483573439.914,226943291090.352,285508387061.239,853577345809.732,1529904978665.12,2755275471970.97
604800000,-1.4260801772,-0.9964793084,-0.9713231076,-0.4360861477,-2.3517483082,-2.1477037603,1.3161397534,148072819913.094,116171537486.011,220128710567.408,297517403193.965,835817901489.375,1514885024862.22,2763231831670.56
605664000,-1.251358803,-1.0256853248,-0.7557333996,-0.3311090635,-2.3215276331,-2.1304111303,1.3100881377,147579699170.175,97216564703.7732,212860594038.086,308924094527.547,816042970758.049,1496958918196.87,2775403826935.64
606528000,-1.0754962639,-1.2064608087,-0.5401061105,-0.2245290947,-2.2946685416,-2.1150121695,1.3049806782,147114389635.538,100069583077.756,205182178615.923,319663015614.496,794610442546.868,1476517929152.92,2791410676559.08
607392000,-0.8985660339,-1.2233350125,-0.3246102208,-0.1164622473,-2.2717384607,-2.1018386983,1.3010477098,146691442949.688,133014967197.895,197130245696.272,329673160310.644,771949482476.297,1454039963252.39,2810738719723.73
608256000,-0.7206778766,-1.0123165118,-0.1094745159,-0.0070084395,-2.2533155189,-2.0912036807,1.298471124,146324332253.102,171043951772.567,188734703309.026,338899054159.261,748563869453.21,1430087588361.82,2832761512233.24
609120000,-0.5419754205,-0.7298427369,0.1050019367,0.1037442432,-2.2399575968,-2.083385223,1.2973783752,146024947297.534,196991845485.924,180018736699.839,347291952580.949,725032328991.999,1405302073819.07,2856765085325.88
609984000,-0.3626321031,-0.4420436504,0.3184369143,0.2157166197,-2.2321545074,-2.0786061788,1.2978400757,145803123287.386,210741941656.481,170999545562.039,354811052615.389,702003983389.573,1380392284049.44,2881976656180.07
610848000,-0.182845522,-0.160124215,0.530347964,0.3288365505,-2.2302609162,-2.077010022,1.299870908,145666237374.72,214938835407.143,161689682475.903,361424616804.52,680186519013.563,1356117384689.96,2907594928511.28
611712000,-0.0028303795,0.1178825868,0.740128266,0.4430379161,-2.2344115926,-2.0786347541,1.3034332892,145618894381.886,210787125583.619,152098991503.184,367110912217.943,660324399676.702,1333262669951.9,2932820168992.32
612576000,0.1771896376,0.3944852231,0.9470107185,0.5582602345,-2.2444280813,-2.0833879876,1.308443059,145662722631.273,197894889696.104,142237138928.342,371858877915.239,643164905279.739,1312608498597.11,2956882450571.45
613440000,0.3569904863,0.6633410882,1.1500124501,0.6744486857,-2.2597362799,-2.0910276909,1.3147764274,145796298989.359,174524001130.988,132116890601.502,375668451085.409,629411554159.662,1294893386208.97,2979066753164.53
614304000,0.536356523,0.8797844475,1.3478472837,0.7915544148,-2.2793239619,-2.1011538848,1.3222774818,146015204496.157,139722084241.347,121758186577.467,378550516440.898,619667907920.586,1280773620829.6,2998734020413.48
615168000,0.7150886557,0.8985586073,1.5387843164,0.9095348683,-2.30176842,-2.1132161011,1.3307656712,146312209641.478,104766708264.126,111193618386.812,380526462735.855,614379444059.521,1270783201256.82,3015337622561.64
616032000,0.893011562,0.7026183628,1.7204168747,1.0283540782,-2.3253500697,-2.1265392748,1.3400428432,146677579004.622,99152390331.687,100476108554.537,381627377428.244,613785110031.743,1265298869027.54,3028435100880.15
616896000,1.0699795559,0.6578496071,1.8892806998,1.1479827353,-2.3482384596,-2.1403669812,1.3498995563,147099474298.237,120420308301.948,89690770174.7608,381892925402.705,617890719694.513,1264515164274.16,3037695366714.62
617760000,1.2458808618,0.7871757474,2.0402269612,1.268397979,-2.3687063001,-2.1539166231,1.3601205345,147564419734.101,146022163929.697,78974702626.6558,381369981848.153,626471744359.351,1268433349859.41,3042901802830.74
618624000,1.420640167,0.9961918529,2.1654427589,1.3895828503,-2.3853141058,-2.1664378706,1.3704892462,148057806509.668,168179771779.614,68552104277.4071,380111098162.072,639104687705.308,1276865867493.96,3043951884444.82
