times,angle_sun,angle_mercury,angle_venus,angle_mars,angle_jupiter,angle_saturn,angle_uranus,dist_sun,dist_mercury,dist_venus,dist_mars,dist_jupiter,dist_saturn,dist_uranus
688608000,2.8441898419,2.4626717156,2.2930262316,2.6012775546,-1.2487030377,-1.7502228143,1.5811263121,151348774961.785,100730232976.214,202865503780.213,358295778892.284,699647326579.717,1413032468184.14,2917521072209.46
689472000,3.010734137,2.5770831449,2.5013543092,2.7312050384,-1.251541595,-1.7451488652,1.5851174834,151457371766.607,123854658951.237,211413142179.667,354877432151.45,719888269452.71,1437670825947.02,2893046600005.12
690336000,-3.1060544982,2.7910316179,2.7105612019,2.8615820207,-1.2490717583,-1.7373310883,1.5877046491,151482371414.161,151440484117.436,219317076488.605,351244477472.22,741839936447.926,1462139126424.51,2867975381092.83
691200000,-2.9396204172,3.0862792212,2.9206243813,2.9923236586,-1.2414299996,-1.7269554787,1.5888364212,151423084314.077,178968353054.29,226524486582.832,347412684070.251,764869343572.327,1485827188482.99,2842983525337.8
692064000,-2.7729646477,-2.8388850297,3.1315355826,3.1233344807,-1.2289010493,-1.7142467531,1.5884982395,151281069318.16,196926172050.22,232991027656.542,343390243322.302,788373385294.411,1508170721673.1,2818763508104.25
692928000,-2.6059076877,-2.4694437106,-2.9398915578,-3.0286770967,-1.2118613804,-1.6994562409,1.5867172318,151060107556.222,196619909679.825,238682455865.52,339177808046.001,811789266758.111,1528656580517.38,2796008051966.54
693792000,-2.4382789008,-2.1375513457,-2.7272852972,-2.8974575546,-1.1907362613,-1.6828531332,1.5835663868,150766133992.151,182682793485.043,243575854414.873,334768720156.955,834599344803.961,1546826311780.95,2775391532954.42
694656000,-2.2699206575,-1.8549351964,-2.5138311989,-2.7663200351,-1.165970048,-1.6647186713,1.5791673455,150407133555.152,163025061480.016,247660327564.061,330149430666.715,856332466685.52,1562278828106.29,2757549057659.33
695520000,-2.1006924832,-1.6248471427,-2.299533573,-2.6354030256,-1.1380075623,-1.6453427246,1.5736910528,149992991886.305,141276268580.344,250937057337.879,325300115637.278,876563479913.769,1574672849024.85,2743053748255.24
696384000,-1.9304751604,-1.4643247313,-2.0844026975,-2.5048556319,-1.1072838957,-1.6250221762,1.5673555599,149535293876.837,119039893145.932,253418693233.992,320195487771.37,894912121845.267,1583729562832.44,2732393214105.9
697248000,-1.7591747692,-1.4187814876,-1.8684566914,-2.3748377246,-1.0742201917,-1.6040605712,1.5604204717,149047068226.35,99323604216.2575,255128056443.235,314805808294.283,911042065611.945,1589235773042.62,2725946637489.64
698112000,-1.5867264429,-1.5347252998,-1.6517231397,-2.2455203307,-1.039223416,-1.5827685141,1.5531778873,148542476643.498,91420487878.7111,256096283830.825,309098087145.822,924660593623.462,1591047642583.89,2723964223482.49
698976000,-1.4130976989,-1.6608054111,-1.4342408666,-2.1170863865,-1.0026886309,-1.561464351,1.5459401566,148036447217.777,109291847966.786,256360518486.155,303037456673.45,935519111622.462,1589094986105.22,2726550921765.28
699840000,-1.2382911012,-1.5586417639,-1.2160617748,-1.9897319538,-0.9650027176,-1.5404746924,1.5390252809,147544254006.651,147853651864.028,255961303076.394,296588689727.849,943414547007.001,1583385922912.07,2733656203796.25
700704000,-1.0623459501,-1.2895033596,-0.9972526114,-1.8636679937,-0.9265488171,-1.5201343335,1.5327412047,147081052350.968,183214222460.398,254939893814.22,289717824909.719,948191550481.807,1574011572459.61,2745071269852.09
701568000,-0.8853387548,-0.9828220474,-0.7778966244,-1.7391228428,-0.8877110015,-1.5007851205,1.5273704825,146661375506.504,203964939579.249,253335657667.041,282393853397.902,949745322846.904,1561150348854.84,2760434411888.44
702432000,-0.7073822924,-0.6847451121,-0.5580948528,-1.6163455607,-0.8488788446,-1.4827732815,1.5231567767,146298618174.712,212341765262.734,251183737338.97,274590414616.787,948024829198.507,1545071303626.67,2779244464060.87
703296000,-0.5286230517,-0.4003662497,-0.3379670068,-1.495610409,-0.8104516615,-1.4664447178,1.5202943724,146004534978.654,211520691639.492,248513133186.477,266287448576.922,943036123673.014,1526135874715.39,2800881477147.33
704160000,-0.3492369823,-0.1266615198,-0.1176518104,-1.3772228152,-0.7728422309,-1.4521377422,1.5189214372,145788775790.753,202714019248.972,245345322693.936,257472757902.607,934845501715.597,1504797332563.43,2824633087684.71
705024000,-0.1694236212,0.1367512285,0.1026932674,-1.2615273266,-0.7364798055,-1.4401727922,1.5191172307,145658485785.741,185547417579.261,241693474749.053,248143446176.604,923582214285.618,1481597174095.12,2849724615846.03
705888000,0.0106010949,0.3756650943,0.3228925433,-1.1489182711,-0.7018121707,-1.4308387811,1.5209029836,145618001795.499,158799583663.082,237562345560.162,238307241913.509,909440534207.167,1457157732076.45,2875350737197.97
706752000,0.1906130892,0.5220677163,0.5427533447,-1.0398540567,-0.6693063532,-1.424376029,1.5242458098,145668662005.464,123905226533.219,232948784839.27,227983728776.109,892681003561.917,1432170289061.15,2900706686543.53
707616000,0.3703888241,0.4188490524,0.7620670333,-0.9348764164,-0.6394474085,-1.4209562119,1.5290648181,145808747358.576,98919779073.8139,227842895688.52,217205595379.163,873630774582.991,1407378159801.23,2925017191400.4
708480000,0.5497139886,0.2448359826,0.9806100942,-0.8346361863,-0.6127343643,-1.4206605008,1.5352385464,146033561661.151,110415118320.379,222229728349.335,206020048723.393,852682957798.196,1383554414059.08,2947561792787.62
709344000,0.7283916135,0.3052633421,1.1981445444,-0.7399275923,-0.58967203,-1.4234580191,1.5426129185,146335642230.44,139285002194.484,216091413166.948,194490646511.196,830294877592.647,1361474364046.16,2967695656773.78
710208000,0.906249134,0.493872467,1.4144173648,-0.6517331106,-0.5707569169,-1.4291877668,1.5510090787,146705076258.651,165617341252.345,209409578818.272,182699892054.447,806985003257.514,1341883559569.93,2984865471841.95
711072000,1.0831440067,0.7320783764,1.6291582945,-0.5712803334,-0.5564551498,-1.4375479198,1.5602306375,147129909153.535,185604174900.267,202167906465.4,170753067982.442,783328100252.914,1325462882084.76,2998620445995.5
711936000,1.2589677217,0.9976284082,1.8420752855,-0.5001096599,-0.5471702019,-1.4480964801,1.5700700507,147596618012.224,199245371896.445,194354639738.866,158783920086.281,759947807316.29,1312793269588.9,3008618761051.78
712800000,1.433648145,1.2875625295,2.0528464977,-0.440144283,-0.5431989857,-1.4602662031,1.5803140104,148090616938.328,206272289679.746,185964894559.327,146962907367.514,737505462338.735,1304323426389.42,3014630075380.65
713664000,1.6071502278,1.6043799766,2.2611072098,-0.393736113,-0.5446768218,-1.4733944251,1.5907478579,148596769094.425,204658732567.313,177002708651.395,135508641316.437,716683702103.145,1300344236083.74,3016534804198.94
714528000,1.7794753848,1.9425932854,2.4664296821,-0.3636235538,-0.5515155969,-1.4867652979,1.6011591299,149099879368.265,189614745720.573,167482665475.002,124702382980.87,698163359533.698,1300973219059.43,3014320941402.02
715392000,1.9506596114,2.255836124,2.6682917333,-0.3526696693,-0.563344871,-1.4996588787,1.611340404,149585149186.167,157869544067.05,157431282193.763,114903176434.027,682592884059.416,1306151169490.1,3008079136415.88
716256000,2.1207707467,2.4490116373,2.8660289578,-0.3631686461,-0.5794714844,-1.511399772,1.6210916614,150038583038.747,119998636352.413,146888179921.023,106555694430.586,670551036492.398,1315651253906.53,2997996641453.8
717120000,2.2899050855,2.4606330952,3.0587609323,-0.3955283276,-0.5988761523,-1.5213981799,1.6302223947,150447345170.019,92867988098.39,135907399248.239,100173772427.3,662506081295.728,1329098901060.42,2984350588094.22
717984000,2.4581836428,2.3479837619,-3.037909345,-0.4465362523,-0.620261731,-1.5291783134,1.638553694,150800058324.131,85022785425.0182,124559347982.191,96275975107.8339,658777327629.489,1345999286493.62,2967500887831.78
718848000,2.6257481777,2.2854707639,-2.8593372652,-0.508337798,-0.6421553052,-1.5343922365,1.6459205314,151087044932.992,94710619880.3609,112934241877.697,95265008707.8468,659506456368.269,1365768531540.25,2947882875424.21
719712000,2.7927571397,2.3541234114,-2.6912439397,-0.5697501501,-0.6630482892,-1.5368202464,1.6521744379,151300518307.892,114667512405.938,101148486530.634,97295111895.3828,664645283597.979,1387764952683.69,2925999637211.55
720576000,2.9593815713,2.5308463368,-2.5374568221,-0.6199089119,-0.6815438925,-1.5363609504,1.6571867199,151434726955.309,139778373453.735,89356798067.7818,102216362706.19,673963121277.451,1411317549573.34,2902413823031.83
721440000,3.1258010947,2.7894859037,-2.4038686735,-0.6516686303,-0.6964782988,-1.53301502,1.6608523024,151486058553.639,166787402499.109,77775061453.4452,109640843672.492,687071938024.827,1435750079754.62,2877738594519.98
722304000,-2.9909854137,3.1181815447,-2.299575198,-0.6624760792,-0.7069925195,-1.5268663389,1.6630941897,151453104593.119,189937141140.128,66723367017.4372,119075426146.163,703463312477.567,1460400131195.17,2852627290377
723168000,-2.8244225651,-2.7928051955,-2.2380033989,-0.6531219405,-0.7125497865,-1.5180634131,1.663868416,151336686852.817,198721902926.439,56703010487.8624,130034996223.645,722549436960.011,1484633443621.29,2827761331818.62
724032000,-2.6575142691,-2.4345231925,-2.23558988,-0.6260249071,-0.7129089347,-1.5068028703,1.6631692081,151139842348.858,189586678526.71,48509118942.6536,142099875082.721,743701394023.033,1507854222250.71,2803835929568.71
724896000,-2.4900865223,-2.1245079215,-2.3004805098,-0.584016069,-0.7080717337,-1.4933159534,1.6610339114,150867773991.172,170720201449.54,43279890606.1571,154928846147.551,766280503416.098,1529512406746.26,2781543271706.25
725760000,-2.3219767464,-1.8683567994,-2.407379166,-0.5297296959,-0.6982215885,-1.4778582293,1.6575470678,150527779201.055,148687873954.181,42139599958.997,168250550059.981,789661306724.437,1549108875225.96,2761553093080.1
726624000,-2.1530379755,-1.6749189569,-2.4959293095,-0.4653886165,-0.6836659632,-1.4607023035,1.6528429031,150129146742.2,126106916187.506,45329570495.3288,181848675687.781,813246780918.862,1566199440542.85,2744490873663.45
727488000,-1.9831432431,-1.5742751395,-2.5216235232,-0.3927828519,-0.6647889734,-1.4421330873,1.6471054325,149682982972.347,105040788454.704,51942086777.6593,195547916392.08,836477433939.351,1580398318956.71,2730914346722.15
728352000,-1.812189837,-1.6186846229,-2.4809491112,-0.3133227473,-0.6420160245,-1.4224450662,1.6405654752,149201948681.673,91042649854.0588,60727124948.0895,209202841627.868,858836213541.371,1591381583190.11,2721289451759.3
729216000,-1.6401031436,-1.7695500135,-2.3891233844,-0.2281104479,-0.6157896705,-1.401941033,1.6334941287,148699944248.651,96277383398.2356,70725720831.7253,222689802665.608,879850950111.424,1598890942057.6,2715967292621.1
730080000,-1.4668400957,-1.7825715217,-2.2615752174,-0.138007214,-0.5865546283,-1.380931771,1.6261926625,148191754067.135,126890271739.391,81335837987.0573,235901341948.292,899095626956.261,1602737975732.36,2715164007789.94
730944000,-1.2923920513,-1.5745049281,-2.1094174883,-0.0436896102,-0.554749626,-1.3597362063,1.6189792991,147692644750.899,166660283874.958,92196072422.5647,248742520563.93,916191365522.934,1602808797199.94,2718945539603.65
731808000,-1.1167867902,-1.2698693493,-1.9400140723,0.0543060693,-0.5208040101,-1.3386815735,1.6121738621,147217912038.38,195175981263.27,103086589925.611,261128675971.045,930807649362.999,1599068961441.42,2727219081986.25
732672000,-0.94008942,-0.9594055535,-1.7582162332,0.1555495964,-0.4851374613,-1.3181031656,1.6060816801,146782384782.326,208931384455.805,113870360969.963,272984224797.024,942664014812.083,1591568314441.28,2739732472807.34
733536000,-0.7624019226,-0.6647933548,-1.5672926711,0.2596908619,-0.4481615937,-1.2983432397,1.6009783027,146399911348.88,211824255170.014,124460721962.821,284242219631.611,951532223514.149,1580445355176.52,2756082057950.06
734400000,-0.5838611006,-0.3853127036,-1.3695199197,0.3664403747,-0.4102825807,-1.2797486435,1.5970964909,146082850179.656,206399683349.256,134803132025.344,294844424687.423,957238778304.746,1565930591342.92,2775728698875.01
735264000,-0.404634832,-0.1183477456,-1.1665418045,0.4755547289,-0.3719042365,-1.2626667169,1.5946165906,145841586765.203,193225290872.574,144864251141.88,304741715439.625,959667551661.317,1548348301751.04,2798020783679.29
736128000,-0.2249166707,0.131546735,-0.9595875161,0.5868258731,-0.333431193,-1.2474390151,1.593660886,145684107593.396,171573743802.755,154624792963.687,313894633778.621,958762256385.224,1528116082358.71,2822222464040.58
736992000,-0.0449190017,0.3326004241,-0.7496052997,0.700073253,-0.2952719622,-1.2343924263,1.5942919833,145615662213.829,140864325473.214,164074348626.833,322273948779.478,954528498554.867,1505741551650.48,2847544962291.86
737856000,0.135134978,0.3691482246,-0.5373450686,0.8151381465,-0.2578417351,-1.2238273421,1.5965147969,145638532311.604,107901347750.098,173207342269.809,329861099145.481,947035194005.255,1481815598018.95,2873178725261.13
738720000,0.3150198891,0.1664683597,-0.3234104962,0.9318795713,-0.2215648229,-1.2160027322,1.6002813894,145751932034.663,100827391231.399,182019653736.823,336648408885.531,936415222999.682,1457001633578.4,2898324349540.94
739584000,0.4945169794,0.1121654032,-0.1082921526,1.0501713372,-0.1868765668,-1.211118326,1.6054977622,145952047980.99,126257843053.561,190505815031.286,342639011223.61,922865283802.563,1432020388409.53,2922220600588.69
740448000,0.6734225293,0.259486319,0.1076108096,1.1698998517,-0.1542244593,-1.2092946688,1.6120316985,146232208551.815,155996675990.928,198656709251.782,347846436527.605,906645002909.583,1407629967137.64,2944168306110.23
741312000,0.8515553069,0.483079754,0.3239759215,1.2909623907,-0.1240680118,-1.2105525952,1.6197208756,146583168297.242,179518746085.013,206457800888.151,352293860698.513,888075421267.442,1384601161976.53,2963549428717.61
742176000,1.0287626778,0.7380998756,0.5405466652,1.4132655994,-0.096876624,-1.2147945712,1.628380639,146993495825.995,195996763280.586,213887935314.997,356013041232.552,867536994146.148,1363688467269.53,2979841103180.92
743040000,1.2049251811,1.0147605947,0.7571241844,1.536724088,-0.0731243443,-1.2217911965,1.6378110324,147450033717.033,205723111785.979,220918745315.318,359042992452.41,845467171659.016,1345597871653.18,2992624835413.78
743904000,1.3799593512,1.314158031,0.9735598805,1.6612589793,-0.0532799943,-1.2311765585,1.6478028559,147938400835.908,207946231034.97,227514615865.339,361428462028.41,822357499563.672,1330953315253.79,3001591352140.33
744768000,1.5538189632,1.6378857448,1.1897488626,1.7867964174,-0.0377907093,-1.242455715,1.6581426916,148443509514.344,199700110725.745,233633282368.91,363218291559.147,798749897223.591,1320264471885.13,3006541806474.13
745632000,1.7264947579,1.9681988033,1.4056235521,1.9132660019,-0.0270567636,-1.2550260454,1.6686169499,148950069284.002,175975855937.596,239226946201.655,364463727088.519,775231452572.357,1313899114471.76,3007386103107.49
746496000,1.898012893,2.2302504163,1.6211474565,2.040599184,-0.0213958286,-1.2682116804,1.6790150786,149443059256.309,138454100466.024,244243884893.48,365216751101.001,752426653111.435,1312063334892.28,3004139118280.38
747360000,2.0684323965,2.3221159525,1.8363093399,2.1687276947,-0.0209960846,-1.2813073077,1.6891321326,149908156484.293,103721253690.362,248630473435.372,365528489743.06,730985590677.598,1314792205278.26,2996915498531.68
748224000,2.2378419243,2.2342938764,2.0511178075,2.2975820583,-0.0258603332,-1.2936253124,1.6987709326,150332114976.643,86915675592.9847,252333501468.998,365447738346.005,711566512556.351,1321952081116.67,2985923592630.32
749088000,2.406356064,2.1279385286,2.2655964975,2.4270902592,-0.0357476768,-1.3045393684,1.7077440511,150703082381.168,90675700242.1644,255302659830.645,365019636789.706,694811378741.382,1333253979734.17,2971458909515.06
749952000,2.5741113373,2.1470084813,2.4797799908,2.5571766202,-0.0501248263,-1.3135185925,1.7158758617,151010858704.162,107505630870.161,257493053297.755,364284515137.354,681314138576.512,1348275821690.87,2953897319000.83
750816000,2.7412621038,2.2869669831,2.6937106524,2.687760948,-0.0681435631,-1.3201487989,1.7230048705,151247099759.375,130379617591.617,258867553870.115,363276918789.062,671583387378.944,1366490259473.61,2933688029567.7
751680000,2.9079764099,2.5129635844,2.907435976,2.8187579379,-0.0886608516,-1.3241403035,1.7289865143,151405471297.262,155828625240.021,259398832673.504,362024821942.854,666003614349.642,1387294538908.78,2911346225792.78
752544000,3.0744319502,2.8085363673,3.1210069866,2.9500768912,-0.1103105731,-1.3253242036,1.7336965681,151481759505.664,180497485454.628,259070923710.688,360549030097.985,664801474035.049,1410039328213.36,2887445077648.67
753408000,-3.0423732779,-3.1200539051,-2.9487085525,3.0816216687,-0.13162099,-1.3236404583,1.7370352217,151473941298.439,196793036986.27,257880169864.956,358862769827.591,668024157990.951,1434054347378.35,2862606742132.13
754272000,-2.8758836921,-2.7458951341,-2.7352859609,-3.069894415,-0.1511556787,-1.3191214375,1.7389317969,151382217248.669,195338284445.798,255835494434.354,356971468783.47,675535038051.198,1458669697029.57,2837491872325.13
755136000,-2.7091019408,-2.4071794038,-2.5218567057,-2.9382070018,-0.1676462851,-1.3118741102,1.7393499351,151209006027.898,178836053938.021,252957975324.448,354872729142.806,687027699096.212,1483232674393.54,2812787144669.65
756000000,-2.5418516963,-2.124074928,-2.308368802,-2.8066120846,-0.1800887995,-1.3020631676,1.7382929303,150958908798.249,156471968234.28,249279763044.013,352556496084.703,702054902847.728,1507120507727.09,2789190362396.24
756864000,-2.3739669991,-1.9020596677,-2.0947744072,-2.6752243275,-0.1877889999,-1.2898964464,1.7358086998,150638637007.355,133116686966.689,244842431021.309,350005422902.379,720065950299.65,1529749791798.18,2767392846663.55
757728000,-2.2052963582,-1.7599010319,-1.8810329892,-2.544162006,-0.1903593422,-1.2756132428,1.7319937215,150256895260.793,110988396559.797,239694918610.136,347195435412.147,740445378353.395,1550583525344.5,2748059092060.08
758592000,-2.0357068845,-1.7402951329,-1.6671154756,-2.4135467956,-0.1876810997,-1.2594755563,1.7269951405,149824215775.294,93580677950.7365,233891200133.097,344096493473.094,762547564845.679,1569136612651.76,2731804038580.78
759456000,-1.8650884047,-1.8611326814,-1.4530095002,-2.2835037888,-0.1798490719,-1.2417619739,1.7210102353,149352742504.195,89599133979.1664,227487872340.375,340673550458.9,785724378133.508,1584980554228.3,2719168780226.76
760320000,-1.693357438,-1.9566304182,-1.2387257309,-2.1541617873,-0.1671134737,-1.2227637319,1.7142825606,148855960941.502,109197637339.959,220541820588.527,336887704069.548,809345347614.752,1597747877856.83,2710596023142.4
761184000,-1.520460842,-1.840533602,-1.0243051288,-2.0256538952,-0.1498282655,-1.2027824311,1.7070943822,148348367879.058,147188747599.738,213108044521.408,332697519050.847,832811345687.965,1607136667830.4,2706407049470.97
762048000,-1.3463789627,-1.5620330624,-0.8098273514,-1.8981184533,-0.1284100788,-1.1821288944,1.6997554897,147845087305.015,182931976493.648,205237842940.566,328060506931.526,855563398892.841,1612915362140.25,2706782215164.36
762912000,-1.1711279574,-1.2419402054,-0.5954200768,-1.771700297,-0.1033082991,-1.1611226674,1.6925890113,147361428041.891,203416187936.545,196977377739.617,322934722065.285,877088293735.793,1614927817733.33,2711747020084.86
763776000,-0.9947611241,-0.9338195963,-0.3812695823,-1.6465523636,-0.0749849308,-1.1400917134,1.6859153794,146912397977.457,210541125930.885,188366725174.653,317280433774.344,896922322888.242,1613098480989.63,2721165482521.34
764640000,-0.8173689241,-0.6448916788,-0.1676330096,-1.5228376706,-0.0439021451,-1.1193718754,1.6800359637,146512195896.629,208283786183.141,179439461177.803,311061816464.676,914654114482.628,1607437364937.53,2734741936365.69
765504000,-0.6390774578,-0.3722944673,0.0451467911,-1.4007317198,-0.0105154081,-1.0993057014,1.6752179868,146173697450.78,198388160050.618,170222838859.377,304248596478.026,929927092674.292,1598044427239.06,2752031534717.21
766368000,-0.460045258,-0.1159283239,0.2566222238,-1.28042543,0.0247295918,-1.0802402335,1.6716821596,145907957521.972,180868795426.256,160738559990.63,296817586424.003,942441798610.538,1585112859634.54,2772458846638.91
767232000,-0.2804584245,0.1101244017,0.4662149541,-1.1621287853,0.0613975668,-1.0625233688,1.6695940421,145723762607.72,154964459145.277,151004216409.681,288754052584.975,951958071694.167,1568930765083.49,2795343111424.53
768096000,-0.1005242132,0.2428169099,0.6731785016,-1.046075471,0.0990627572,-1.046498394,1.6690595753,145627259849.72,122232522103.913,141035425550.526,280052866322.589,958296956637.434,1549880683122.73,2819928137348.2
768960000,0.0795366626,0.1347477149,0.8765418996,-0.932528891,0.1373071957,-1.0324963092,1.6701246663,145621687750.91,99066208404.6671,130848720909.219,270719412238.956,961342143239.433,1528436442181.43,2845414547212.85
769824000,0.259498496,-0.0391530386,1.0750216782,-0.821790146,0.1757184674,-1.0208256145,1.6727782574,145707235111.406,112724182090.755,120465498778.282,260770277191.953,961040757848.491,1505156879741.97,2870992070607.71
770688000,0.4391394432,0.0360787497,1.2668811583,-0.7142086832,0.2138871943,-1.0117593467,1.6769580226,145881036128.488,144288682474.816,109917347537.374,250233758028.194,957403390716.487,1480676000992,2895869889272.87
771552000,0.6182501195,0.2390058163,1.4497007616,-0.6101966232,0.2514043553,-1.0055194064,1.6825577423,146137293272.466,171863836799.649,99253741006.9532,239150294438.164,950503330615.501,1455689241136.87,2919303462848.44
772416000,0.7966413886,0.4851023227,1.6199985996,-0.5102480044,0.2878585394,-1.0022586267,1.6894354484,146467526072.927,191688902281.671,88553933287.2868,227572975167.502,940475088098.391,1430935589822.21,2940616808876.8
773280000,0.9741509695,0.7522827411,1.7726063632,-0.414964502,0.3228332785,-1.0020416459,1.6974215895,146860930123.376,204179946702.276,77946732310.399,215568322833.867,927512376474.801,1407175504820.77,2959219745963.26
774144000,1.1506485196,1.0381114715,1.8996904912,-0.3250894872,0.3559046971,-1.0048264331,1.7063266618,147304815389.531,209441927718.951,67645413585.6212,203217637522.847,911865782227.296,1385164842081.61,2974620074756.58
775008000,1.3260390266,1.3454054516,1.9894908884,-0.2415523268,0.3866399013,-1.0104491301,1.7159479556,147785097077.845,206012287250.626,58010429470.3748,190619261108.464,893840381193.928,1365625480306.28,2986431057557.34
775872000,1.500264619,1.6710155298,2.0259714038,-0.1655241679,0.4145967897,-1.0186154937,1.7260752604,148286808076.752,190013941680.096,49653196477.8146,177892206816.001,873793499795.69,1349213934957.06,2994374822724.39
776736000,1.6733047573,1.9753831614,1.9944701082,-0.0984838771,0.4393262665,-1.0289022344,1.7364955074,148794607429.799,157889511439.078,43549209326.7679,165181753676.464,852132752044.767,1336490024029.21,2998282441673.54
777600000,1.8451751649,2.1533971266,1.9022555742,-0.0422855343,0.4603782825,-1.0407707006,1.7469964541,149293273208.067,118726992019.603,40933858813.1449,152667632925.835,829314278535.266,1327888256478.72,2998091497678.98
778464000,2.0159255818,2.1244149041,1.7985651268,0.000798295,0.4773135257,-1.0535934587,1.7573695787,149768177792.015,92340256040.351,42612999103.3284,140575354772.319,805840896629.76,1323694975624.65,2993841895687.66
779328000,2.1856365445,1.9915071511,1.7422426257,0.028119381,0.4897229137,-1.0666917588,1.7674123983,150205710294.736,88590474959.5473,48228552073.2167,129190467420.686,782259532995.995,1324034041641.59,2985670548714.72
780192000,2.3544155436,1.9564679596,1.7535920907,0.0369082333,0.4972570483,-1.0793793543,1.776930452,150593597449.291,101882266094.217,56648884952.1853,118873220710.081,759156890622.569,1328862928173.95,2973805408748.25
781056000,2.5223930738,2.0571897391,1.8221186102,0.0249415815,0.4996671449,-1.0910065565,1.7857392036,150921151381.53,122856860649.365,66799897094.4036,110065790392.358,737151877413.917,1337979629257.81,2958559166824.39
781920000,2.6897186054,2.2530588048,1.9312512075,-0.0081942488,0.4968570423,-1.1009983566,1.7936660948,151179479554.684,146732838844.69,77947939915.1655,103275530045.525,716883053131.729,1351039165696.01,2940322781666.45
782784000,2.8565564952,2.5184609076,2.0679985486,-0.0594348526,0.4889422858,-1.1088820114,1.8005529615,151361657490.437,170999291670.505,89631114074.2081,99011513288.2577,698989339199.294,1367577182665.19,2919558799831.08
783648000,3.0230819172,2.8449961204,2.2236755201,-0.1212207341,0.4763070442,-1.1143020219,1.8062589945,151462856107.606,191258603664.68,101550995142.333,97666515855.0554,684082856192.022,1387037461094.97,2896794258474.01
784512000,-3.0937085302,-3.0671843288,2.3926853167,-0.1826832291,0.4596440818,-1.1170230107,1.810664364,151480424558.57,198328173593.213,113501698822.068,99386717983.3703,672714278665.667,1408800191517.06,2872612845279.56
785376000,-2.9272595678,-2.7036891361,2.5714075182,-0.2331079379,0.4399599526,-1.1169229273,1.8136745593,151413929811.602,186955293211.192,125330790396.95,104015339702.361,665333463303.356,1432208503185.84,2847645854976.18
786240000,-2.7605730955,-2.3917181151,2.757457904,-0.2652811039,0.4185308717,-1.1139798874,1.8152253749,151265158018.387,164984816966.924,136918572363.893,111155961514.551,662250827474.819,1456591633534.97,2822561443946.86
787104000,-2.5934709461,-2.1422684503,2.9492300159,-0.276464728,0.3968062691,-1.1082559322,1.8152883371,151038085944.805,140533684363.668,148167285289.612,120303915877.275,663606744405.942,1481284061271.21,2798051661960.29
787968000,-2.4257841775,-1.9665376988,-3.1375716525,-0.2672689909,0.3762741397,-1.0998803716,1.8138761886,150738813328.504,117119892857.463,158995592815.14,130960730921.249,669355844923.844,1505640657099.12,2774816832890.83
788832000,-2.2573571138,-1.8958942692,-2.9373655876,-0.2399904792,0.3583169738,-1.0890345199,1.8110478655,150375454558.132,97432697631.1483,169335924399.67,142693650157.743,679270070260.573,1529048391597.47,2753547039899.54
789696000,-2.0880514162,-1.9658833901,-2.7339160887,-0.1973970943,0.3440909188,-1.0759388148,1.806912229,149957986460.602,87388584923.5909,179133343666.136,155150145140.994,692959641482.21,1550935376271.23,2734900776835.08
790560000,-1.9177501592,-2.0940078718,-2.5276639698,-0.1421013283,0.3344514895,-1.0608426673,1.8016297145,149498051032.451,96755916959.2288,188345153166.155,168049946995.618,709906841078.714,1570778052440.92,2719481251920.67
791424000,-1.746361816,-2.0715195475,-2.3189591727,-0.0763290644,0.3299322584,-1.0440169488,1.7954110684,149008705243.823,127871800350.612,196940726474.213,181170383484.15,729505438265.717,1588107262484.74,2707811330104.02
792288000,-1.5738239846,-1.8502117727,-2.1080921356,-0.0018872577,0.3307675523,-1.025748765,1.7885125232,148504113708.22,167082786985.7,204901246294.223,194332324503.243,751099122209.386,1602513782873.21,2700308615433
793152000,-1.4001066677,-1.5326429415,-1.8953149188,0.0797891229,0.3369422326,-1.0063380543,1.7812271252,147999185378.024,195296384166.557,212219110061.59,207389033566.878,774014528485.74,1613653710368.1,2697262598770.56
794016000,-1.2252148638,-1.209820206,-1.6808552306,0.1675689701,0.3482515421,-0.9860955037,1.7738724372,147509149822.177,207700692793.846,218896892458.961,220218097891.175,797587047267.746,1621253905104.63,2698816015601.04
794880000,-1.0491902513,-0.9078094934,-1.4649256546,0.2605595452,0.364358586,-0.9653412948,1.7667754196,147049090083.677,208740219501.412,224945809178.588,232715919553.727,821179587031.836,1625117505989.52,2704952482178.85
795744000,-0.8721116429,-0.6265436057,-1.2477295786,0.3580513342,0.384842674,-0.9444042244,1.7602558085,146633446109.19,201660774326.792,230383724726.045,244794151410.036,844195548862.342,1625129372985.94,2715492054294.24
796608000,-0.6940939499,-0.3636860699,-1.0294646644,0.4594743095,0.4092363144,-0.9236207783,1.7546096145,146275501743.861,187431391917.172,235232813069.518,256377544103.891,866087572088.711,1621261173337.54,2730095629863.11
797472000,-0.5152855342,-0.1246058509,-0.8103246254,0.5643642731,0.4370514484,-0.9033337737,1.750094403,145986881537.408,165707149310.06,239516994820.106,267402770465.317,886363428697.767,1613575726751.66,2748278198359.39
798336000,-0.3358639103,0.0587097037,-0.5904998673,0.6723373825,0.4677967878,-0.8838902088,1.746917731,145777087184.993,136403727013.602,243259348935.086,277817887966.226,904590074656.895,1602230167180.33,2769429999922.76
799200000,-0.1560297713,0.0770889413,-0.3701768073,0.7830711097,0.5009884295,-0.8656379568,1.745229615,145653099407.605,106218919059.888,246479683003.86,287582183337.02,920396488003.94,1587477444431.11,2792843888562.76
